iyear,country_txt,city,latitude,longitude,summary,attacktype1_txt,targtype1_txt,gname,nkill,nwound
2015,Iraq,Madain,33.100529,44.584492,"03/13/2015: An explosive device detonated near an outdoor market in Madain town, Diyala governorate, Iraq. At least four people were killed and seven others were injured in the blast. No group claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Unknown,4,7
2015,Pakistan,Lahore,31.410962,74.363412,"03/15/2015: A suicide bomber detonated in front of St. John's Catholic Church in Youhanabad neighborhood, Lahore city, Punjab province, Pakistan. This was one of two suicide bombings at churches in Lahore on this date. In addition to the two bombers, at least 19 people were killed and 70 others were wounded across both attacks. Jamaat-ul-Ahrar claimed responsibility for the incidents.",Bombing/Explosion,Religious Figures/Institutions,Tehrik-i-Taliban Pakistan (TTP),11,35
2015,Pakistan,Lahore,31.412935,74.363546,"03/15/2015: Assailants opened fire on the Christ Church School in Youhanabad neighborhood, Lahore city, Punjab province, Pakistan. Following the initial assault, a suicide bomber then detonated inside the building. This was one of two suicide bombings at churches in Lahore on this date. In addition to the two bombers, at least 19 people were killed and 70 were wounded across both attacks. Jamaat-ul-Ahrar claimed responsibility for the incidents.",Bombing/Explosion,Religious Figures/Institutions,Tehrik-i-Taliban Pakistan (TTP),10,35
2015,Afghanistan,Godar,31.604685,64.368945,"03/15/2015: Multiple explosives-laden vehicles detonated near police posts in Godar area, Helmand province, Afghanistan. This was one of two car bombings targeting police posts in Helmand on this date. At least 26 assailants were killed and 40 other people, including three police officers and 37 assailants, were wounded across both attacks. No group claimed responsibility; however, sources attributed the incidents to the Taliban.",Bombing/Explosion,Police,Taliban,13,20
2015,Afghanistan,Panjaw Qala,31.583061,64.369167,"03/15/2015: Multiple explosives-laden vehicles detonated near police posts in Panjaw Qala, Helmand province, Afghanistan. This was one of two car bombings targeting police posts in Helmand on this date. At least 26 assailants were killed and 40 other people, including three police officers and 37 assailants, were wounded across both attacks. No group claimed responsibility; however, sources attributed the incidents to the Taliban.",Bombing/Explosion,Police,Taliban,13,20
2015,Iraq,Ramadi,33.420948,43.295662,"03/15/2015: Two suicide bombers in explosives-laden vehicles detonated in Ramadi city, Iraq. In addition to the two bombers, at least two police officers were killed and more than 51 other people were injured in the blasts. This was one of two coordinated assaults in the city on the same day. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Bombing/Explosion,Police,Islamic State of Iraq and the Levant (ISIL),4,51
2015,Iraq,Tarmiyah,33.669689,44.381317,"03/17/2015: Three suicide bombers in an explosives-laden vehicle attempted to attack an Iraqi Armed Forces headquarters in Tarmiyah, Saladin governorate, Iraq. In addition to the bombers, at least four soldiers were killed and 14 others were injured in the assault. No group claimed responsibility for the incident.",Bombing/Explosion,Military,Unknown,7,14
2015,Tunisia,Tunis,36.809293,10.13426,"03/18/2015: Assailants attacked tourists at the Bardo National Museum in Tunis city, Tunis governorate, Tunisia. The assailants first opened fire on people that were on buses outside the museum and then entered the museum and took 10 people hostage. The hostages were rescued several hours later. At least 24 people were killed and 42 others were wounded in the attack. Jund al-Khilafah (Tunisia) claimed responsibility for the incident. However, other sources attributed the incident to Okba Ibn Nafaa Brigade.",Hostage Taking (Barricade Incident),Tourists,Jund al-Khilafah (Tunisia),24,42
2015,Afghanistan,Lashkar Gah,31.60063,64.369652,"03/18/2015: A suicide bomber detonated an explosives-laden vehicle near a provincial council building in Lashkar Gah city, Helmand province, Afghanistan. In addition to the suicide bomber, seven people were killed and at least 41 people were wounded in the blast. The Taliban claimed responsibility for the incident.",Bombing/Explosion,Government (General),Taliban,8,41
2015,Yemen,Sanaa,15.325443,44.211895,"03/20/2015: A suicide bomber detonated an explosive device at Al Badr mosque, Sanaa city, Amanat Al Asimah governorate, Yemen. This was one of four related attacks in Sanaa on the same day. Across all attacks, 158 people were killed and 350 were injured. The Sanaa Province of the Islamic State claimed responsibility for the incident.",Bombing/Explosion,Religious Figures/Institutions,Sanaa Province of the Islamic State,39,87
2015,Yemen,Sanaa,15.325443,44.211895,"03/20/2015: A suicide bomber detonated an explosive device at Al Badr mosque, Sanaa city, Amanat Al Asimah governorate, Yemen. This was one of four related attacks in Sanaa on the same day. Across all attacks, 158 people were killed and 350 were injured. The Sanaa Province of the Islamic State claimed responsibility for the incident.",Bombing/Explosion,Religious Figures/Institutions,Sanaa Province of the Islamic State,39,87
2015,Yemen,Sanaa,15.325443,44.211895,"03/20/2015: A suicide bomber in an explosives-laden vehicle detonated targeting Huthi worshippers escaping from a previous bombing at Al Hashoosh mosque, Sanaa city, Amanat Al Asimah governorate, Yemen. This was one of four related attacks in Sanaa on the same day. Across all attacks, 158 people were killed and 350 were injured. The Sanaa Province of the Islamic State claimed responsibility for the incident.",Bombing/Explosion,Religious Figures/Institutions,Sanaa Province of the Islamic State,40,88
2015,Yemen,Sanaa,15.325443,44.211895,"03/20/2015: A suicide bomber detonated an explosive device targeting Huthi worshippers at Al Hashoosh mosque, Sanaa city, Amanat Al Asimah governorate, Yemen. This was one of four related attacks in Sanaa on the same day. Across all attacks, 158 people were killed and 350 were injured. The Sanaa Province of the Islamic State claimed responsibility for the incident.",Bombing/Explosion,Religious Figures/Institutions,Sanaa Province of the Islamic State,40,88
2015,Iraq,Samarra,34.208416,43.890713,"03/20/2015: Assailants attacked Dujaylah town, north of Samarra city, Saladin governorate, Iraq. At least three volunteer fighters were killed and seven other fighters were injured in the ensuing clash. In addition, at least 24 assailants were killed. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Unknown,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),27,7
2015,Pakistan,Karachi,24.891115,67.143311,"03/20/2015: A suicide bomber on an explosives-laden motorcycle detonated targeting a Pakistan Rangers patrol vehicle in Shahrah Noor Jahan area, Karachi city, Sindh province, Pakistan. In addition to the bomber, three Rangers were killed and four others were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Al-Qaida in the Indian Subcontinent and Tehrik-i-Taliban Pakistan (TTP).",Bombing/Explosion,Military,Tehrik-i-Taliban Pakistan (TTP),4,4
2015,Syria,Hasakah,36.503593,40.740627,"03/20/2015: A suicide bomber detonated an explosives-laden vehicle near a Nowruz Celebration in Al-Mufti neighborhood, Hasakah city, Al Hasakah governorate, Syria. This was one of two explosions targeting celebrations in Al-Mufti on the same day. In addition to the bomber, at least 49 people were killed and 177 others were wounded in the blasts. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attacks.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),25,89
2015,Syria,Hasakah,36.503593,40.740627,"03/20/2015: An explosive device detonated near a Nowruz Celebration in Al-Mufti neighborhood, Hasakah city, Al Hasakah governorate, Syria. This was one of two explosions targeting celebrations in Al-Mufti on the same day. At least 49 people were killed and 177 others were wounded in the blasts. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attacks.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),25,88
2015,India,Kathua,32.377503,75.521757,"03/20/2015: Assailants hijacked a vehicle and then stormed a police station in Kathua area, Jammu and Kashmir state, India. At least five police officers were taken hostage in the attack. At least seven people, including police officers, assailants, and a civilian driver, were killed and 10 others were wounded in the incident. No group claimed responsibility; however, sources attributed the attack to Jaish-e-Mohammad (JeM) and Lashkar-e-Taiba (LeT).",Hijacking,Police,Lashkar-e-Taiba (LeT),7,10
2015,Yemen,Lahij,13.063399,44.880882,"03/20/2015: Assailants attacked intelligence offices in Lahij area, Lahij governorate, Yemen. This was one of two attacks in the same area on this date in an attempt to take over the city. At least 20 soldiers were killed, 40 were wounded, and 20 were kidnapped across both attacks. The hostages were executed soon afterward. The Lahij Province of the Islamic State claimed responsibility for the incident; however, sources also attributed the attacks to Al-Qaida in the Arabian Peninsula (AQAP).",Hostage Taking (Kidnapping),Government (General),Lahij Province of the Islamic State,10,20
2015,Iraq,Tal Saquf,36.598701,43.105648,"03/21/2015: Assailants attacked Tal Saquf town, Nineveh governorate, Iraq. At least 26 assailants were killed and an unknown number of assailants were injured when security forces repelled the assault. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Armed Assault,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),26,40
2015,Yemen,Lahij,13.063399,44.880882,"03/20/2015: Assailants attacked intelligence offices in Lahij area, Lahij governorate, Yemen. This was one of two attacks in the same area on this date in an attempt to take over the city. At least 20 soldiers were killed, 40 were wounded, and 20 were kidnapped across both attacks. The hostages were executed soon afterward. The Lahij Province of the Islamic State claimed responsibility for the incident; however, sources also attributed the attacks to Al-Qaida in the Arabian Peninsula (AQAP).",Hostage Taking (Kidnapping),Government (General),Lahij Province of the Islamic State,10,20
2015,India,Samba district,32.561111,75.124722,"03/21/2015: Assailants threw grenades and opened fire on an Indian Army camp in Samba district, Jammu and Kashmir state, India. At least five people, including the two attackers, were killed and four others were injured in the ensuing clash. No group claimed responsibility for the incident; however, a source attributed the attack to Jaish-e-Mohammad (JeM).",Armed Assault,Military,Jaish-e-Mohammad (JeM),5,4
2015,Nigeria,Bama,11.526846,13.69271,"03/21/2015: Assailants attacked Bama town, Borno state, Nigeria. At least 22 people, including one soldier and 21 assailants, were killed and seven soldiers and an unknown number of assailants were injured when security forces repelled the assault. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",Unknown,Private Citizens & Property,Boko Haram,22,7
2015,Nigeria,Ananum,7.643137,10.210798,"03/21/2015: Assailants attacked residents of Ananum village, Taraba state, Nigeria. At least five people were killed and over 24 others were injured. No group claimed responsibility for the incident; however, sources suspected the involvement of Fulani militants.",Armed Assault,Private Citizens & Property,Fulani extremists,5,24
2015,Iraq,Baghdad,33.303566,44.371773,"03/23/2015: An explosives-laden vehicle detonated near a mosque and a restaurant in Sadr City neighborhood, Baghdad city, Baghdad governorate, Iraq. Eight people were killed and nine others were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),8,9
2015,Afghanistan,Qala Qazi,33.555019,68.385597,"03/23/2015: An explosive device attached to a bicycle detonated near a cricket field as children were participating in a game in Qala Qazi, Ghazni province, Afghanistan. At least five people were killed and 10 others were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Taliban.",Bombing/Explosion,Private Citizens & Property,Taliban,5,10
2015,Iraq,Baghdad,33.303566,44.371773,"03/23/2015: An explosives-laden vehicle detonated in Amin neighborhood, Baghdad city, Baghdad governorate, Iraq. At least six people were killed and 14 others were injured in the blast. No group claimed responsibility for the incident.",Bombing/Explosion,Private Citizens & Property,Unknown,6,14
2015,Syria,Aleppo,36.201721,37.14352,"03/23/2015: Assailants fired projectiles that landed and detonated in Al-Baron neighborhood, Aleppo city, Aleppo governorate, Syria. This was one of three coordinated projectile attacks in different areas of Aleppo on the same day. At least 10 people were killed and 33 others were wounded across all three incidents. No group claimed responsibility for the attacks.",Bombing/Explosion,Private Citizens & Property,Unknown,4,11
2015,Libya,Benghazi,32.069286,20.151144,"03/24/2015: A suicide bomber detonated an explosives-laden vehicle near a Libyan Army checkpoint in Laythi neighborhood, Benghazi city, Benghazi district, Libya. In addition to the bomber, at least seven people, including soldiers and civilians, were killed and 11 others were injured in the blast. This was one of two suicide bombings in Benghazi on the same day. The Barqa Province of the Islamic State and the Shura Council of Benghazi Revolutionaries separately claimed responsibility for the attack. The Shura Council of Benghazi Revolutionaries stated that the incident was carried out in retaliation for the recent killing of Bouka Al-Araibi. Officials also attributed the attack to Ansar al-Sharia (Libya).",Bombing/Explosion,Military,Barqa Province of the Islamic State,8,11
2015,Libya,Benghazi,32.069286,20.151144,"03/24/2015: A suicide bomber detonated an explosives-laden vehicle in a residential neighborhood of Benghazi city, Benghazi district, Libya. In addition to the bomber, at least six people were killed and 12 others were wounded in the blast. This was one of two suicide bombings in Benghazi on the same day. The Barqa Province of the Islamic State and the Shura Council of Benghazi Revolutionaries separately claimed responsibility for the attack. The Shura Council of Benghazi Revolutionaries stated that the incident was carried out in retaliation for the recent killing of Bouka Al-Araibi.",Bombing/Explosion,Private Citizens & Property,Barqa Province of the Islamic State,7,12
2015,Afghanistan,Nurgal district,34.720361,70.759229,"03/22/2015: Assailants attacked an undisclosed number of police checkpoints in Nurgal district, Kunar province, Afghanistan. Five assailants were killed and seven were wounded in the attacks. The Taliban claimed responsibility for the incident.",Armed Assault,Police,Taliban,5,7
2015,Iraq,Amiriyat al-Fallujah,33.163559,43.863106,"03/24/2015: Assailants attacked Amiriyat al-Fallujah town, Al Anbar governorate, Iraq. At least six assailants were killed and seven assailants were injured in the ensuing clash with security forces. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Armed Assault,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),6,7
2015,Iraq,Fallujah,33.349159,43.784199,"03/24/2015: Assailants attacked security forces south of Fallujah city, Al Anbar governorate, Iraq. At least eight security members and seven assailants were killed and 12 security members and 13 assailants were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Unknown,Military,Islamic State of Iraq and the Levant (ISIL),15,25
2015,Iraq,Fallujah,33.349159,43.784199,"03/24/2015: A suicide bomber detonated an explosives-laden vehicle and assailants attacked a military base near Fallujah city, Al Anbar governorate, Iraq. At least seven assailants were killed and 11 assailants were injured in the clash. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL).",Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),8,11
2015,Afghanistan,Kabul,34.516895,69.147011,"03/25/2015: A suicide bomber detonated an explosives-laden vehicle near an Afghan Police district headquarters in Morad Khani neighborhood, Kabul city, Kabul province, Afghanistan. In addition to the bomber, at least seven people were killed and 22 others were wounded in the blast. No group claimed responsibility for the attack.",Bombing/Explosion,Police,Unknown,8,22
2015,Iraq,Karma,33.403057,43.911865,"03/25/2015: A suicide bomber driving an explosives-laden vehicle and other assailants attacked a military base in Karma town, Al Anbar governorate, Iraq. At least four soldiers and five assailants were killed and six soldiers and three assailants were injured in the ensuing clash. No group claimed responsibility; however, sources attributed the incident to the Islamic State of Iraq and the Levant (ISIL).",Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),9,9
2015,Afghanistan,Sari Pul,36.217655,65.933037,"03/22/2015: Assailants opened fire on police checkpoints in Sari Pul city, Sari Pul province, Afghanistan. Two police, four civilians, and seven assailants were killed and seven civilians wounded in the attack. No group claimed responsibility for the incident; however, sources attributed it to the Taliban.",Armed Assault,Police,Taliban,13,7
2015,Somalia,Yoontoy,-0.11746,42.563808,"03/26/2015: An explosive device detonated near a joint convoy of African Union Mission in Somalia (AMISOM) Kenyan soldiers and Somali Armed Forces (SAF) personnel in Yoontoy, Lower Juba region, Somalia. Following the blast, assailants opened fire on the soldiers. At least seven people were killed and dozens were injured in the attack. Al-Shabaab claimed responsibility for the incident.",Bombing/Explosion,Military,Al-Shabaab,7,24
2015,Somalia,Mogadishu,2.059819,45.326115,"03/27/2015: A suicide bomber detonated an explosives-laden vehicle near Maka al-Mukarama Hotel in Mogadishu, Banaadir region, Somalia. Following the blast, five additional assailants stormed the building and took several people hostage. At least 24 people, including 6 assailants and a citizen from the United States, were killed and 28 others were injured in the attack. Approximately 50 hostages were successfully rescued by security forces after 12 hours. Al-Shabaab claimed responsibility for the incident.",Hostage Taking (Barricade Incident),Business,Al-Shabaab,24,28
2015,Pakistan,Mastak,33.925278,71.018611,"03/28/2015: Assailants opened fire on a Pakistan Army post in Mastak, Federally Administered Tribal Areas, Pakistan. At least 15 assailants were killed and four soldiers were wounded in the ensuing clash. Lashkar-e-Islam (Pakistan) claimed responsibility for the attack.",Armed Assault,Military,Lashkar-e-Islam (Pakistan),15,4
2015,Nigeria,Buratai,10.906661,12.089108,"03/27/2015: Assailants attacked citizens of Buratai town, Borno state, Nigeria. At least 23 people were beheaded and 32 others were wounded during the raid. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",Hostage Taking (Kidnapping),Private Citizens & Property,Boko Haram,23,32
2015,Nigeria,Meringa,10.749466,12.151123,"03/28/2015: Assailants attacked residents of Meringa town, Borno state, Nigeria. At least 25 people were killed and five others were injured during the raid. No group claimed responsibility for the incident; however, sources attributed the attack to Boko Haram.",Armed Assault,Private Citizens & Property,Boko Haram,25,5
2015,Afghanistan,Kabul,34.516895,69.147011,"03/29/2015: A suicide bomber detonated near the vehicle of Gul Pacha Majidi in Kabul city, Kabul province, Afghanistan. In addition to the bomber, at least three people were killed and eight others, including Majidi, a member of the National Assembly, were injured in the blast. No group claimed responsibility for the attack.",Assassination,Government (General),Unknown,4,8
2015,Afghanistan,Spin Ghbarg,32.185841,67.017548,"03/29/2015: Assailants opened fire on an Afghan Police convoy in Spin Ghbargah, Zabul province, Afghanistan. At least seven people, including two officers and five assailants, were killed and six others, including one officer and four assailants, were wounded in the ensuing clash. The Taliban claimed responsibility for the attack.",Armed Assault,Police,Taliban,7,7
2015,Iraq,Husseiniyah,33.548306,44.415733,"03/30/2015: A suicide bomber in an explosives-laden vehicle and a second explosives-laden vehicle detonated simultaneously near an Iraqi Police Service (IPS) checkpoint in a commercial area of Husseiniyah town, Diyala governorate, Iraq. In addition to the bomber, at least five people were killed and 18 others were injured in the blasts. No group claimed responsibility for the attack.",Bombing/Explosion,Police,Unknown,6,18
2015,Iraq,Dujail,33.835629,44.247406,"03/30/2015: Two suicide bombers detonated two explosives-laden vehicles near a joint Iraqi Army and Iraqi Volunteer Forces Base in Dujail, Saladin governorate, Iraq. Following the blasts, assailants also opened fire on the soldiers and volunteer fighters. In addition to the two bombers, at least six people, including soldiers and volunteer fighters, were killed and 14 others were injured in the attack. No group claimed responsibility; however, sources attributed the incident to the Islamic State of Iraq and the Levant (ISIL).",Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),8,14
2015,Afghanistan,Zulmabad,36.91693,68.54581,"03/30/2015: Assailants attacked members of the National Uprising Movement (NUM) in Zulmabad area, Kunduz province, Afghanistan. Five assailants and one NUM member were killed and 11 assailants and one NUM member wounded in the ensuing clash. No group claimed responsibility for the incident.",Unknown,Terrorists/Non-State Militia,Unknown,6,12
2015,Afghanistan,Mughlan,36.921416,70.853593,"03/30/2015: Assailants attacked a police post in Mughlan area, Badakhshan province, Afghanistan. Two assailants were killed and four assailants and three police officers wounded in the ensuing clash. Two police officers were also kidnapped in the attack and beheaded on April 1, 2015. The Taliban claimed responsibility for the incident.",Hostage Taking (Kidnapping),Police,Taliban,4,7
2015,Iraq,Fallujah,33.349159,43.784199,"03/30/2015: A suicide bomber detonated an explosives-laden vehicle at the entrance to an Iraqi Armed Forces Base north of Fallujah city, Al Anbar governorate, Iraq. Following the blast, assailants also attacked soldiers and volunteer fighters in the area. In addition to the bomber, at least seven people, including three soldiers and four volunteer fighters, were killed and nine others were injured in the attack. No group claimed responsibility; however, sources attributed the incident to the Islamic State of Iraq and the Levant (ISIL).",Bombing/Explosion,Military,Islamic State of Iraq and the Levant (ISIL),8,9
2015,Yemen,Unknown,13.578971,44.022031,"03/31/2015: Assailants attacked a protest in Taizz governorate, Yemen. This was one of two protests targeted in Taizz on this date. Eight people were killed and 108 wounded across both attacks. No group claimed responsibility; however, sources attributed both attacks to Huthis.",Unknown,Private Citizens & Property,Houthi extremists (Ansar Allah),4,54
2015,Yemen,Unknown,13.578971,44.022031,"03/31/2015: Assailants attacked a protest in Taizz governorate, Yemen. This was one of two protests targeted in Taizz on this date. Eight people were killed and 108 wounded across both attacks. No group claimed responsibility; however, sources attributed both attacks to Huthis.",Unknown,Private Citizens & Property,Houthi extremists (Ansar Allah),4,54
2015,Iraq,Taji,33.540672,44.251266,"03/31/2015: A suicide bomber detonated near a bus transporting Iranian Shia pilgrims in Taji town, Saladin governorate, Iraq. In addition to the bomber, at least six people were killed and eleven others were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),7,11
2015,Nigeria,Malam Maduri,12.563017,10.007128,"04/01/2015: Assailants attacked Multinational Joint Task Force (MNJTF) soldiers from Chad in Malam Maduri, Jigawa state, Nigeria. At least nine soldiers were killed and 16 others were injured in the incident. No group claimed responsibility; however, sources attributed the attack to Boko Haram.",Unknown,Military,Boko Haram,9,16
2015,Egypt,Sheikh Zuweid,31.212225,34.117065,"04/02/2015: Assailants opened fire on an Egyptian Armed Forces checkpoint with projectiles and guns south of Sheikh Zuweid, North Sinai governorate, Egypt. At least one soldier was abducted and found dead the following day, April 3, 2015. This was one of five coordinated attacks targeting checkpoints near Sheikh Zuweid on the same day. At least 33 people, including 16 soldiers and 15 assailants, were killed and 38 others, including 19 soldiers, were injured across all five assaults. The Sinai Province of the Islamic State claimed responsibility for the incidents.",Armed Assault,Military,Sinai Province of the Islamic State,7,4
2015,Egypt,Sheikh Zuweid,31.212225,34.117065,"04/02/2015: Assailants opened fire on an Egyptian Armed Forces checkpoint with projectiles and guns south of Sheikh Zuweid, North Sinai governorate, Egypt. This was one of five coordinated attacks targeting checkpoints near Sheikh Zuweid on the same day. At least 33 people, including 16 soldiers and 15 assailants, were killed and 38 others, including 19 soldiers, were injured across all five assaults. The Sinai Province of the Islamic State claimed responsibility for the incidents.",Armed Assault,Military,Sinai Province of the Islamic State,7,4
2015,Egypt,Sheikh Zuweid,31.212225,34.117065,"04/02/2015: Assailants opened fire on an Egyptian Armed Forces checkpoint with projectiles and guns south of Sheikh Zuweid, North Sinai governorate, Egypt. This was one of five coordinated attacks targeting checkpoints near Sheikh Zuweid on the same day. At least 33 people, including 16 soldiers and 15 assailants, were killed and 38 others, including 19 soldiers, were injured across all five assaults. The Sinai Province of the Islamic State claimed responsibility for the incidents.",Hostage Taking (Kidnapping),Military,Sinai Province of the Islamic State,7,4
2015,Egypt,Sheikh Zuweid,31.212225,34.117065,"04/02/2015: Assailants opened fire on an Egyptian Armed Forces checkpoint with projectiles and guns south of Sheikh Zuweid, North Sinai governorate, Egypt. This was one of five coordinated attacks targeting checkpoints near Sheikh Zuweid on the same day. At least 33 people, including 16 soldiers and 15 assailants, were killed and 38 others, including 19 soldiers, were injured across all five assaults. The Sinai Province of the Islamic State claimed responsibility for the incidents.",Armed Assault,Military,Sinai Province of the Islamic State,6,4
2015,Afghanistan,Khost,33.335258,69.928467,"04/02/2015: A suicide bomber detonated at an anti-graft protest in Khost city, Khost province, Afghanistan. In addition to the bomber, at least 20 people were killed and 64 others, including Hamayun Hamayoon, a National Assembly parliament member, were injured in the blast. No group claimed responsibility; however, sources attributed the attack to the Haqqani Network. Sources also suspected that the incident was carried out by the Taliban.",Bombing/Explosion,Government (General),Haqqani Network,21,64
2015,Iraq,Baghdad,33.303566,44.371773,"04/02/2015: An explosives-laden vehicle detonated near shops and the Technical Administration Facility in Bab al-Muadham neighborhood, Baghdad city, Baghdad governorate, Iraq. At least six people were killed and 18 others were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Bombing/Explosion,Private Citizens & Property,Islamic State of Iraq and the Levant (ISIL),6,18
2015,Kenya,Garissa,-0.452179,39.661028,"04/02/2015: Assailants armed with grenades and firearms attacked students at Garissa University College in Garissa city, Garissa county, Kenya. The assailants targeted the Christian and non-Muslim students, executing them and holding them hostage for 13 hours before security forces succeeded in ending the siege. At least 152 people, including 142 students, six security personnel, and all four assailants, were killed and 104 others were injured in the assault. Al-Shabaab claimed responsibility and stated that the attack was carried out in retaliation for Kenya's military involvement in Somalia.",Hostage Taking (Barricade Incident),Educational Institution,Al-Shabaab,152,104
2015,Iraq,Samarra,34.208416,43.890713,"04/02/2015: Assailants attacked an Iraqi Volunteer Forces checkpoint in Samarra city, Saladin governorate, Iraq. At least four volunteers were killed and 12 others were injured in the incident. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack.",Unknown,Terrorists/Non-State Militia,Islamic State of Iraq and the Levant (ISIL),4,12
2015,Nigeria,Gombe,10.286653,11.163861,"04/02/2015: An explosive device planted next to a bus detonated as passengers waited to board at Bauchi Motor Park in Gombe city, Gombe state, Nigeria. At least 10 people were killed and eight others were injured in the blast. No group claimed responsibility; however, sources suspected that the attack was carried out by Boko Haram.",Bombing/Explosion,Transportation,Boko Haram,10,8
2015,Iraq,Karma,33.403057,43.911865,"05/02/2015: A suicide bomber detonated an explosives-laden military vehicle at a train station being used as a joint base in Karma town, Al Anbar governorate, Iraq. At least 12 people were killed and eight people were injured in the blast; the victims included soldiers and volunteer fighters. No group claimed responsibility for the incident.",Bombing/Explosion,Military,Unknown,13,8
2015,Libya,Aziziyah,32.529945,13.025373,"04/03/2015: Assailants attacked the outskirts of Aziziyah town, Jafara district, Libya. At least four assailants were killed and 11 other people were wounded in the incident. No group claimed responsibility; however, sources attributed the attack to Muslim fundamentalists.",Unknown,Private Citizens & Property,Muslim extremists,4,11
2015,Afghanistan,Masaw,32.501463,62.032097,"04/04/2015: Assailants attacked an Afghan Local Police (ALP) checkpoint in Masaw, Farah province, Afghanistan. This was one of two incidents targeting checkpoints and one of three similar attacks in Pusht Rod district on the same day. At least 15 people, including five police officers and 10 assailants, were killed and 21 others, including three officers and 18 assailants, were injured in the attack. The Taliban claimed responsibility for the attack.",Armed Assault,Police,Taliban,8,11
2015,Afghanistan,Kharaba,32.486807,62.04039,"04/04/2015: Assailants attacked an Afghan Local Police (ALP) checkpoint in Kharaba, Farah province, Afghanistan. This was one of two incidents targeting checkpoints and one of three similar attacks in Pusht Rod district on the same day. At least 15 people, including five police officers and 10 assailants, were killed and 21 others, including three officers and 18 assailants, were injured in the attack. The Taliban claimed responsibility for the attack.",Armed Assault,Police,Taliban,7,10
2015,Afghanistan,Unknown,36.386884,65.865516,"04/04/2015: Assailants attacked an Afghan Police checkpost along the highway in Sari Pul province, Afghanistan. At least seven people, including one police officer and six assailants, were killed and 14 others, including one officer and 13 assailants, were wounded in the ensuing clash. No group claimed responsibility; however, sources attributed the incident to the Taliban.",Armed Assault,Police,Taliban,7,14
2015,Afghanistan,Puli Khumri,35.947552,68.710327,"04/04/2015: An explosives-laden motorcycle detonated near the provincial jail targeting Afghan National Army (ANA) soldiers in Puli Khumri, Baghlan province, Afghanistan. At least four people were killed and five others were wounded in the blast. No group claimed responsibility for the attack.",Bombing/Explosion,Military,Unknown,4,5
2015,Afghanistan,Jar Quduq,36.303825,65.482079,"04/05/2015: Assailants opened fire on Afghan Local Police (ALP) officers and former Taliban members in Jar Quduq village, Jawzjan province, Afghanistan. At least four people, including one officer and three former Taliban commanders, were killed and five others were wounded in the assault. The Taliban claimed responsibility for the attack.",Armed Assault,Police,Taliban,4,5
2015,Libya,Misrata,32.354923,15.105525,"04/05/2015: A suicide bomber detonated an explosives-laden vehicle at Saddada Checkpoint in Misrata city, Misrata district, Libya. In addition to the bomber, at least six people were killed and 21 others were injured in the blast. The Tripoli Province of the Islamic State claimed responsibility for the attack.",Bombing/Explosion,Terrorists/Non-State Militia,Tripoli Province of the Islamic State,7,21
2015,Pakistan,Utmela,33.718056,70.821924,"04/05/2015: Assailants opened fire on a Pakistan Armed Forces convoy in Utmela, Federally Administered Tribal Areas, Pakistan. At least four soldiers were killed and four others were injured in the ensuing clash. No group claimed responsibility for the attack.",Armed Assault,Military,Unknown,4,4
